Name,Price,Image URL
Mankind Uvsmart Gel Sunscreen | Water Resistant |Non Greasy | Dry & Sensitive Skin | Spf 40 | 50g,N/A,https://cdn01.pharmeasy.in/dam/products_otc/I32794/uv-smart-spf-40-pa-sunscreen-gel-50gm-6.1-1739259121.jpg?dim=700x0&dpr=1&q=100
Nivea Cocoa Nourish Body Lotion Bottle Of 400 Ml,₹550,https://cdn01.pharmeasy.in/dam/products_otc/I40912/nivea-cocoa-nourish-body-lotion-bottle-of-400-ml-2-1679372252.jpg?dim=700x0&dpr=1&q=100
Cetaphil Gentle Skin Cleanser - 500ml,₹1159,https://cdn01.pharmeasy.in/dam/products_otc/I46395/cetaphil-gentle-skin-cleanser-500ml-6.1-1669711351.jpg?dim=700x0&dpr=1&q=100
Doux Deep Cleanser For All Skin Types Bottle Of 125ml,₹598,https://cdn01.pharmeasy.in/dam/products_otc/330992/doux-deep-cleanser-for-all-skin-types-bottle-of-125ml-2-1709188522.jpg?dim=700x0&dpr=1&q=100
Moisturex Clenz Facial Cleanser 100ml,₹269,https://cdn01.pharmeasy.in/dam/products_otc/I12043/moisturex-clenz-facial-cleanser-100ml-2-1669710277.jpg?dim=700x0&dpr=1&q=100
Moisturiser 100 Ml Pack Of 3,₹405,https://cdn01.pharmeasy.in/dam/products_otc/G25883/moisturiser-100-ml-pack-of-3-2-1724223419.jpg?dim=700x0&dpr=1&q=100
Dewderm Soap 100gm,₹220,https://cdn01.pharmeasy.in/dam/products_otc/054655/dewderm-soap-100gm-1-1671741372.jpg?dim=700x0&dpr=1&q=100
Dr. Reddy Venusia Moisturizing Lotion 200ml X Pack Of 2,₹1450,https://cdn01.pharmeasy.in/dam/products_otc/H34557/dr-reddy-venusia-moisturizing-lotion-200ml-x-pack-of-2-2-1722336989.jpg?dim=700x0&dpr=1&q=100
Nmf E Lotion 450ml,₹699,https://cdn01.pharmeasy.in/dam/products_otc/I13338/nmf-e-daily-moisturizing-lotion-moisutirizing-glycerin-bottle-450-ml-6.01-1726570956.jpg?dim=700x0&dpr=1&q=100
Sunscoop Hydrating Fluid Sunscreen For Face And Body | Spf 60 Pa++++ | Uv Filter Zinc Oxide 125 Ml,₹499,https://cdn01.pharmeasy.in/dam/products_otc/B68333/sunscoop-hydrating-fluid-sunscreen-for-face-and-body-spf-60-pa-uv-filter-zinc-oxide-125-ml-2-1710157095.jpg?dim=700x0&dpr=1&q=100
Ekran Soft Spf 50 Plus Tube Of 50gm Silicone Sunscreen Gel,₹730,https://cdn01.pharmeasy.in/dam/products/I06012/ekran-soft-spf-50-plus-tube-of-50gm-silicone-sunscreen-gel-1-1653989940.jpg?dim=700x0&dpr=1&q=100
Glenmark Elovera Cream Tube Of 150 Gm,₹381,https://cdn01.pharmeasy.in/dam/products_otc/065713/glenmark-elovera-cream-tube-of-150-gm-6.1-1734068327.jpg?dim=700x0&dpr=1&q=100
Ayouthveda Acne Enemy Face Wash,₹159,https://cdn01.pharmeasy.in/dam/products_otc/W63580/ayouthveda-acne-enemy-face-wash-2-1695119804.jpg?dim=700x0&dpr=1&q=100
Fixderma Salyzap Acne Body Wash 200ml,₹725,https://cdn01.pharmeasy.in/dam/products_otc/X77094/fixderma-salyzap-acne-body-wash-200ml-2-1717770258.jpg?dim=700x0&dpr=1&q=100
Oryza Moist Lotion 100ml,₹686,https://cdn01.pharmeasy.in/dam/products_otc/I08478/oryza-moist-lotion-100ml-3-1669655038.jpg?dim=700x0&dpr=1&q=100
Sebamed Clear Face Cleansing Foam - 150ml,₹680,https://cdn01.pharmeasy.in/dam/products_otc/196230/sebamed-clear-face-cleansing-foam-150ml-6.1-1736832111.jpg?dim=700x0&dpr=1&q=100
Vaseline Intensive Care Deep Moisture Body Lotion Bottle Of 400 Ml,₹435,https://cdn01.pharmeasy.in/dam/products_otc/L60242/vaseline-intensive-care-deep-moisture-body-lotion-bottle-of-400-ml-2-1740477398.jpg?dim=700x0&dpr=1&q=100
Cetaphil Moisturising Cream 250g Pack Of 2,₹2698,https://cdn01.pharmeasy.in/dam/products_otc/D09695/cetaphil-moisturising-cream-250g-pack-of-2-2-1671743853.jpg?dim=700x0&dpr=1&q=100
