Name,Price,Image URL
Liveasy Wellness Multivitamin Multimineral - Immunity Booster - Complete Nutrition - Bottle Of 60,₹699,https://cdn01.pharmeasy.in/dam/products_otc/E79162/liveasy-wellness-multivitamin-multimineral-immunity-booster-complete-nutrition-bottle-of-60-6.1-1733480187.jpg?dim=700x0&dpr=1&q=100
Everyuth Naturals Anti Acne Anti Marks Tulsi Turmeric Face Wash 150 Gm,₹225,https://cdn01.pharmeasy.in/dam/products_otc/I10543/everyuth-naturals-anti-acne-anti-marks-tulsi-turmeric-face-wash-150-gm-2-1669655467.jpg?dim=700x0&dpr=1&q=100
Everherb (By Pharmeasy) Men'S Formula-Blend Of Powerful Herb-Increase Sperm Count-Bottle Of 60,₹999,https://cdn01.pharmeasy.in/dam/products_otc/N51273/everherb-by-pharmeasy-mens-formula-blend-of-powerful-herb-increase-sperm-count-bottle-of-60-6.01-1741174543.jpg?dim=700x0&dpr=1&q=100
Everherb (By Pharmeasy) Amla - Immunity Booster Capsules - Natural Vitamin C - Bottle Of 60,₹599,https://cdn01.pharmeasy.in/dam/products_otc/T18833/everherb-by-pharmeasy-amla-immunity-booster-capsules-natural-vitamin-c-bottle-of-60-2-1717416392.jpg?dim=700x0&dpr=1&q=100
Pearldew Face Scrub - 100 Gm | Passion Fruit Oil & Walnut Scrub | Paraben Free (Pack Of 4),₹980,https://cdn01.pharmeasy.in/dam/products_otc/V66573/pearldew-face-scrub-100-gm-pack-of-4-2-1677235845.jpg?dim=700x0&dpr=1&q=100
Sensodent Kf Cavity Protection Toothpaste 75gm,₹136.5,https://cdn01.pharmeasy.in/dam/products_otc/X87513/sensodent-kf-cavity-protection-toothpaste-75gm-6.01-1727961824.jpg?dim=700x0&dpr=1&q=100
Excela Max Moisturiser 200gm,₹559,https://cdn01.pharmeasy.in/dam/products_otc/I40304/excela-max-moisturiser-200gm-2-1669710611.jpg?dim=700x0&dpr=1&q=100
Tetmosol Medicated Soap For Relief From Skin Infections And Daily Bathing 100gm,₹99,https://cdn01.pharmeasy.in/dam/products_otc/265998/tetmosol-medicated-soap-for-relief-from-skin-infections-and-daily-bathing-100gm-2-1740057125.jpg?dim=700x0&dpr=1&q=100
Acnelak 4 In 1 Face Wash Of Tube 100 Ml,₹395,https://cdn01.pharmeasy.in/dam/products_otc/334467/acnelak-4-in-1-face-wash-of-tube-100-ml-2-1669655439.jpg?dim=700x0&dpr=1&q=100
Durex Extra Thin Wild Strawberry Flavoured Condoms For Men -10s,₹198,https://cdn01.pharmeasy.in/dam/products_otc/P53673/durex-extra-thin-wild-strawberry-flavoured-condoms-for-men-10s-6.01-1718100203.jpg?dim=700x0&dpr=1&q=100
